cell_id,lon_idx,lat_idx,center_lon,center_lat,distribution,n_regimes,wind_speed_1,probability_1,std_1,wind_speed_2,probability_2,std_2
638,38,12,-90.22514,22.324009,unimodal,1,5.183176050257568,1.0,0.3233926199582693,,,
639,39,12,-90.04068,22.324009,unimodal,1,4.422363379294364,1.0,0.4240362500676299,,,
640,40,12,-89.85623,22.324009,unimodal,1,5.280493266754118,1.0,0.4787847161571424,,,
641,41,12,-89.67177,22.324009,unimodal,1,6.728695463214391,1.0,0.5245808433059012,,,
642,42,12,-89.487305,22.324009,unimodal,1,7.9785409612991645,1.0,0.1467533538032267,,,
643,43,12,-89.30286,22.324009,unimodal,1,8.256363287311729,1.0,0.1707298995907796,,,
644,44,12,-89.11839,22.324009,unimodal,1,7.996103943614462,1.0,0.3040987483082895,,,
645,45,12,-88.933945,22.324009,unimodal,1,8.001835241996721,1.0,0.1967819111838209,,,
646,46,12,-88.74948,22.324009,unimodal,1,7.851476351594384,1.0,0.2546211176880745,,,
647,47,12,-88.565025,22.324009,unimodal,1,7.610564496894765,1.0,0.2427244572246513,,,
648,48,12,-88.38057,22.324009,unimodal,1,7.435817506858626,1.0,0.1824221205798223,,,
649,49,12,-88.196106,22.324009,unimodal,1,7.424971191670618,1.0,0.1014100816502324,,,
650,0,13,-97.23451,22.49175,unimodal,1,5.451260298029552,1.0,0.2275235862950887,,,
651,1,13,-97.050064,22.49175,unimodal,1,5.240384513407155,1.0,0.2082189989237252,,,
652,2,13,-96.8656,22.49175,unimodal,1,5.336264773959064,1.0,0.2286001603567351,,,
653,3,13,-96.68114,22.49175,unimodal,1,5.755253371721679,1.0,0.3091494778451221,,,
654,4,13,-96.49669,22.49175,unimodal,1,6.060420093441237,1.0,0.233826922360068,,,
655,5,13,-96.312225,22.49175,unimodal,1,6.080634880889519,1.0,0.1823445573681942,,,
656,6,13,-96.12778,22.49175,unimodal,1,6.047494569989417,1.0,0.1993657412103557,,,
657,7,13,-95.94331,22.49175,unimodal,1,6.32469879279314,1.0,0.2426065937434996,,,
658,8,13,-95.75886,22.49175,unimodal,1,6.674520932040455,1.0,0.1256756718088061,,,
659,9,13,-95.5744,22.49175,unimodal,1,7.293507090969994,1.0,0.4541013760182609,,,
660,10,13,-95.38994,22.49175,unimodal,1,8.067920376389024,1.0,0.4519844608978766,,,
661,11,13,-95.20549,22.49175,unimodal,1,7.804337606638436,1.0,0.3084946468877384,,,
662,12,13,-95.02103,22.49175,unimodal,1,7.799978940294659,1.0,0.2591569698746952,,,
663,13,13,-94.83657,22.49175,unimodal,1,7.878763073038523,1.0,0.58683623545495,,,
664,14,13,-94.652115,22.49175,unimodal,1,7.204279878114664,1.0,0.2028589803992794,,,
665,15,13,-94.46765,22.49175,unimodal,1,6.717303873542532,1.0,0.1517678310686387,,,
666,16,13,-94.2832,22.49175,unimodal,1,6.4612221565828385,1.0,0.1842761070683411,,,
667,17,13,-94.09874,22.49175,unimodal,1,6.488228875398789,1.0,0.266719687469599,,,
668,18,13,-93.91429,22.49175,unimodal,1,6.714116445417013,1.0,0.2526831265424475,,,
669,19,13,-93.72983,22.49175,unimodal,1,7.041128407807174,1.0,0.3744582303930825,,,
670,20,13,-93.545364,22.49175,unimodal,1,6.637956237897915,1.0,0.2317877888641382,,,
671,21,13,-93.360916,22.49175,unimodal,1,6.884301598776874,1.0,0.2224872249719346,,,
672,22,13,-93.17645,22.49175,unimodal,1,6.950431064542596,1.0,0.7377867061981367,,,
673,23,13,-92.992004,22.49175,unimodal,1,7.423299824047637,1.0,2.039793295118541,,,
674,24,13,-92.80754,22.49175,unimodal,1,6.850283921327177,1.0,0.6655192674333019,,,
675,25,13,-92.623085,22.49175,unimodal,1,7.094272537503504,1.0,0.5608771761138763,,,
676,26,13,-92.43863,22.49175,unimodal,1,7.620906614765812,1.0,0.2836860479700888,,,
677,27,13,-92.254166,22.49175,unimodal,1,7.639550463053098,1.0,0.2728351954533074,,,
678,28,13,-92.06972,22.49175,unimodal,1,7.952432756157656,1.0,0.6424920081292547,,,
679,29,13,-91.885254,22.49175,unimodal,1,8.272922522135396,1.0,0.1252409205232726,,,
680,30,13,-91.7008,22.49175,unimodal,1,7.770242179864979,1.0,0.2197354289451384,,,
681,31,13,-91.51634,22.49175,unimodal,1,7.703157331391281,1.0,0.3718782879001978,,,
682,32,13,-91.33188,22.49175,unimodal,1,7.431061070444898,1.0,0.2678092500296123,,,
683,33,13,-91.14743,22.49175,unimodal,1,6.971473386302656,1.0,0.2073515108027814,,,
684,34,13,-90.96297,22.49175,unimodal,1,7.114599301908466,1.0,0.1771602120714085,,,
685,35,13,-90.77851,22.49175,unimodal,1,6.980694245314896,1.0,0.3794624264462465,,,
686,36,13,-90.594055,22.49175,unimodal,1,5.949531035133664,1.0,0.1871687484356939,,,
687,37,13,-90.40959,22.49175,unimodal,1,5.530521122653412,1.0,0.1743276090392955,,,
688,38,13,-90.22514,22.49175,unimodal,1,5.674308997160975,1.0,0.1096606886344341,,,
689,39,13,-90.04068,22.49175,unimodal,1,5.276601314453601,1.0,0.2677256631333761,,,
690,40,13,-89.85623,22.49175,unimodal,1,5.766156290461648,1.0,0.3687681294624497,,,
691,41,13,-89.67177,22.49175,unimodal,1,6.595726774672945,1.0,0.2515077997100193,,,
692,42,13,-89.487305,22.49175,unimodal,1,7.776822681493454,1.0,0.4365778681096412,,,
693,43,13,-89.30286,22.49175,unimodal,1,8.485260128997773,1.0,0.1484927898114636,,,
694,44,13,-89.11839,22.49175,unimodal,1,8.397974780860316,1.0,0.2991894404555725,,,
695,45,13,-88.933945,22.49175,unimodal,1,7.923523321119339,1.0,0.112600980625772,,,
696,46,13,-88.74948,22.49175,unimodal,1,7.482354871880847,1.0,0.193237212083753,,,
697,47,13,-88.565025,22.49175,unimodal,1,7.265069124256585,1.0,0.0988126685151035,,,
698,48,13,-88.38057,22.49175,unimodal,1,6.975276753165212,1.0,0.2150379516969525,,,
699,49,13,-88.196106,22.49175,unimodal,1,7.0426668693413905,1.0,0.1679467095715116,,,
700,0,14,-97.23451,22.659492,unimodal,1,5.976224964104689,1.0,0.1726389573409093,,,
701,1,14,-97.050064,22.659492,unimodal,1,6.144107083208503,1.0,0.2445198089435574,,,
702,2,14,-96.8656,22.659492,unimodal,1,6.10012192019512,1.0,0.1988384125778295,,,
703,3,14,-96.68114,22.659492,unimodal,1,5.9190686517518944,1.0,0.1639923383365709,,,
704,4,14,-96.49669,22.659492,unimodal,1,5.889732619470639,1.0,0.2442263956239636,,,
705,5,14,-96.312225,22.659492,unimodal,1,5.816033348389936,1.0,0.3720695528452055,,,
706,6,14,-96.12778,22.659492,unimodal,1,6.58891946822086,1.0,0.4672497067517556,,,
707,7,14,-95.94331,22.659492,unimodal,1,7.721429988324256,1.0,0.3857525516404089,,,
708,8,14,-95.75886,22.659492,unimodal,1,8.380336282540082,1.0,0.7774393177358251,,,
709,9,14,-95.5744,22.659492,unimodal,1,8.776253477989004,1.0,0.4926110766096874,,,
710,10,14,-95.38994,22.659492,unimodal,1,8.05077496316282,1.0,0.320284664668188,,,
711,11,14,-95.20549,22.659492,unimodal,1,8.208185610761326,1.0,0.2112524281224396,,,
712,12,14,-95.02103,22.659492,unimodal,1,7.427435803217923,1.0,0.161714972025018,,,
713,13,14,-94.83657,22.659492,unimodal,1,7.690993466050781,1.0,0.3513679234170433,,,
714,14,14,-94.652115,22.659492,unimodal,1,7.72001346834521,1.0,0.3575587558874534,,,
715,15,14,-94.46765,22.659492,unimodal,1,7.360914564680751,1.0,0.233216503853411,,,
716,16,14,-94.2832,22.659492,unimodal,1,7.178734502726726,1.0,0.2432221938499114,,,
717,17,14,-94.09874,22.659492,unimodal,1,6.985450790611767,1.0,0.3589579312487934,,,
718,18,14,-93.91429,22.659492,unimodal,1,6.879931416194768,1.0,0.2983118688859036,,,
719,19,14,-93.72983,22.659492,unimodal,1,7.134399534122985,1.0,0.2904163087682819,,,
720,20,14,-93.545364,22.659492,unimodal,1,7.024495890686141,1.0,0.3403870589706971,,,
721,21,14,-93.360916,22.659492,unimodal,1,6.82384992167174,1.0,0.2175885643351787,,,
722,22,14,-93.17645,22.659492,unimodal,1,7.578572964609358,1.0,0.3920516387008357,,,
723,23,14,-92.992004,22.659492,unimodal,1,7.799466703782784,1.0,0.6407830391413624,,,
724,24,14,-92.80754,22.659492,unimodal,1,7.419456801163482,1.0,0.4118074655807584,,,
725,25,14,-92.623085,22.659492,unimodal,1,7.176443953390052,1.0,0.4282688132605707,,,
726,26,14,-92.43863,22.659492,unimodal,1,7.496252377327017,1.0,0.6298616036652834,,,
727,27,14,-92.254166,22.659492,bimodal,2,6.899097782830302,0.3055555555555556,0.9961135976991249,8.06393549029993,0.6944444444444444,0.2491622555054189
728,28,14,-92.06972,22.659492,unimodal,1,7.63229682401769,1.0,0.5248901081029482,,,
729,29,14,-91.885254,22.659492,unimodal,1,7.9707482532810605,1.0,0.543456167071528,,,
730,30,14,-91.7008,22.659492,unimodal,1,8.071274039944086,1.0,0.2344353509359784,,,
731,31,14,-91.51634,22.659492,unimodal,1,7.961535366735016,1.0,0.1920114406042934,,,
732,32,14,-91.33188,22.659492,unimodal,1,7.798641462394069,1.0,0.284746808045725,,,
733,33,14,-91.14743,22.659492,unimodal,1,8.119575944643216,1.0,0.401523569547971,,,
734,34,14,-90.96297,22.659492,unimodal,1,7.570050809154503,1.0,0.1280062940747897,,,
735,35,14,-90.77851,22.659492,unimodal,1,7.1339392370149035,1.0,0.3460123786711719,,,
736,36,14,-90.594055,22.659492,unimodal,1,6.264146424251879,1.0,0.144017146976395,,,
737,37,14,-90.40959,22.659492,unimodal,1,5.973806911855288,1.0,0.2145278061932553,,,
738,38,14,-90.22514,22.659492,unimodal,1,6.056108581243998,1.0,0.150465737049119,,,
739,39,14,-90.04068,22.659492,unimodal,1,5.578765382992433,1.0,0.1766237633350698,,,
740,40,14,-89.85623,22.659492,unimodal,1,6.085410772416714,1.0,0.2812556875349418,,,
741,41,14,-89.67177,22.659492,unimodal,1,6.765913926719694,1.0,0.1149739011428062,,,
742,42,14,-89.487305,22.659492,unimodal,1,7.516147956070302,1.0,0.3308488160365604,,,
743,43,14,-89.30286,22.659492,unimodal,1,8.371392446367262,1.0,0.110093373557303,,,
744,44,14,-89.11839,22.659492,unimodal,1,8.394791095508703,1.0,0.1426489116558412,,,
745,45,14,-88.933945,22.659492,unimodal,1,7.890862966500702,1.0,0.2123283569299205,,,
746,46,14,-88.74948,22.659492,unimodal,1,7.492255248781642,1.0,0.1207145038969126,,,
747,47,14,-88.565025,22.659492,unimodal,1,7.10019918376632,1.0,0.1929905723591289,,,
748,48,14,-88.38057,22.659492,unimodal,1,6.450731684019612,1.0,0.2259279680951695,,,
749,49,14,-88.196106,22.659492,unimodal,1,6.428784378688134,1.0,0.2429183145660523,,,
750,0,15,-97.23451,22.827236,unimodal,1,6.441510517911179,1.0,0.1810335913258179,,,
751,1,15,-97.050064,22.827236,unimodal,1,6.748737962436608,1.0,0.1546721021474298,,,
752,2,15,-96.8656,22.827236,unimodal,1,6.920020663164393,1.0,0.1886107945215897,,,
753,3,15,-96.68114,22.827236,unimodal,1,6.748382281239023,1.0,0.1786247265134038,,,
754,4,15,-96.49669,22.827236,unimodal,1,6.854285271164504,1.0,0.2376270908592008,,,
755,5,15,-96.312225,22.827236,unimodal,1,6.716086814977388,1.0,0.3697568859676448,,,
756,6,15,-96.12778,22.827236,unimodal,1,7.502017822935457,1.0,0.3363915332427866,,,
757,7,15,-95.94331,22.827236,unimodal,1,8.290360861069537,1.0,0.4445720211162254,,,
758,8,15,-95.75886,22.827236,unimodal,1,8.342528520725473,1.0,0.2954548121519239,,,
759,9,15,-95.5744,22.827236,unimodal,1,8.665802394552404,1.0,0.4576168414280535,,,
760,10,15,-95.38994,22.827236,unimodal,1,8.208746712143748,1.0,0.2655594616972066,,,
761,11,15,-95.20549,22.827236,unimodal,1,8.38609258306906,1.0,0.4127499392034117,,,
762,12,15,-95.02103,22.827236,unimodal,1,8.248434508505426,1.0,0.375348638333623,,,
763,13,15,-94.83657,22.827236,unimodal,1,8.546242080097608,1.0,0.6113754058677334,,,
764,14,15,-94.652115,22.827236,unimodal,1,8.359067608422224,1.0,0.7355025263090679,,,
765,15,15,-94.46765,22.827236,unimodal,1,8.101437852859776,1.0,0.7820960948058566,,,
766,16,15,-94.2832,22.827236,unimodal,1,7.978135854608278,1.0,0.6374298204507098,,,
767,17,15,-94.09874,22.827236,unimodal,1,7.914283451303714,1.0,0.6280719484158412,,,
768,18,15,-93.91429,22.827236,unimodal,1,7.476862502866193,1.0,0.3453371613088175,,,
769,19,15,-93.72983,22.827236,unimodal,1,7.499108842073728,1.0,0.4989700584996395,,,
770,20,15,-93.545364,22.827236,unimodal,1,7.090353709439379,1.0,0.6059227789227268,,,
771,21,15,-93.360916,22.827236,unimodal,1,7.1433536982497685,1.0,0.2028038019960229,,,
772,22,15,-93.17645,22.827236,unimodal,1,7.619006024028906,1.0,0.496319496913301,,,
773,23,15,-92.992004,22.827236,unimodal,1,7.846237547441763,1.0,0.4071112767697352,,,
774,24,15,-92.80754,22.827236,unimodal,1,8.048992976580687,1.0,0.3698347032690933,,,
775,25,15,-92.623085,22.827236,unimodal,1,7.718252141205202,1.0,0.3130504776738887,,,
776,26,15,-92.43863,22.827236,unimodal,1,7.729257117812073,1.0,0.9989363844207608,,,
777,27,15,-92.254166,22.827236,unimodal,1,8.515485421637393,1.0,1.8591829994498268,,,
778,28,15,-92.06972,22.827236,unimodal,1,8.20508603648234,1.0,0.2941923014742696,,,
779,29,15,-91.885254,22.827236,unimodal,1,8.517829279283365,1.0,0.3874862637862554,,,
780,30,15,-91.7008,22.827236,unimodal,1,8.57641499509044,1.0,0.256958490924311,,,
781,31,15,-91.51634,22.827236,unimodal,1,8.009244835046106,1.0,0.4124354848437229,,,
782,32,15,-91.33188,22.827236,unimodal,1,8.330552098014806,1.0,0.3858656388572332,,,
783,33,15,-91.14743,22.827236,unimodal,1,8.523850779063567,1.0,0.273760853003019,,,
784,34,15,-90.96297,22.827236,unimodal,1,7.839024491326741,1.0,0.1855557327064012,,,
785,35,15,-90.77851,22.827236,unimodal,1,7.250839006060335,1.0,0.3049991928506358,,,
786,36,15,-90.594055,22.827236,unimodal,1,6.374744726655457,1.0,0.2002841880714638,,,
787,37,15,-90.40959,22.827236,unimodal,1,6.423564129972488,1.0,0.1671246722146362,,,
788,38,15,-90.22514,22.827236,unimodal,1,6.523696410764278,1.0,0.1721358400183306,,,
789,39,15,-90.04068,22.827236,unimodal,1,5.962926554130623,1.0,0.161692628447378,,,
790,40,15,-89.85623,22.827236,unimodal,1,6.192173685169873,1.0,0.2366316503775587,,,
791,41,15,-89.67177,22.827236,unimodal,1,6.567005743260171,1.0,0.0757332933920265,,,
792,42,15,-89.487305,22.827236,unimodal,1,6.8003277287572725,1.0,0.2572222638823577,,,
793,43,15,-89.30286,22.827236,unimodal,1,7.865393120544468,1.0,0.4120359535718235,,,
794,44,15,-89.11839,22.827236,unimodal,1,8.152195596457021,1.0,0.1308561873106217,,,
795,45,15,-88.933945,22.827236,unimodal,1,7.867227462531234,1.0,0.0754239334823352,,,
796,46,15,-88.74948,22.827236,unimodal,1,7.524135648804111,1.0,0.1368352239635522,,,
797,47,15,-88.565025,22.827236,unimodal,1,6.9146154647809075,1.0,0.2540299384011744,,,
798,48,15,-88.38057,22.827236,unimodal,1,6.1626636157354335,1.0,0.1893814097364996,,,
799,49,15,-88.196106,22.827236,unimodal,1,5.734991890062343,1.0,0.1712617501217456,,,
800,0,16,-97.23451,22.994978,unimodal,1,7.265310125537793,1.0,0.2774971882524469,,,
801,1,16,-97.050064,22.994978,unimodal,1,7.372313638599459,1.0,0.2178074762037156,,,
802,2,16,-96.8656,22.994978,unimodal,1,6.982683508313615,1.0,0.2556373542186425,,,
803,3,16,-96.68114,22.994978,unimodal,1,6.515418232476846,1.0,0.2692446837143607,,,
804,4,16,-96.49669,22.994978,unimodal,1,6.653879704475816,1.0,0.1782619893014604,,,
805,5,16,-96.312225,22.994978,unimodal,1,7.256824158259432,1.0,0.3881765840216061,,,
806,6,16,-96.12778,22.994978,unimodal,1,8.223288918729558,1.0,0.4137695507320358,,,
807,7,16,-95.94331,22.994978,unimodal,1,9.265319908293836,1.0,0.2992861744560674,,,
808,8,16,-95.75886,22.994978,unimodal,1,9.270910261744064,1.0,0.2534033689930088,,,
809,9,16,-95.5744,22.994978,unimodal,1,9.105667934331064,1.0,0.2792558922631105,,,
810,10,16,-95.38994,22.994978,unimodal,1,9.01697421112571,1.0,0.4530125330954382,,,
811,11,16,-95.20549,22.994978,bimodal,2,8.434624902903277,0.5277777777777778,0.32148670723538686,10.560111027281964,0.4722222222222222,0.5941348127933068
812,12,16,-95.02103,22.994978,unimodal,1,9.56726365412248,1.0,0.7475826310687914,,,
813,13,16,-94.83657,22.994978,unimodal,1,9.633443202162068,1.0,0.5759317063017283,,,
814,14,16,-94.652115,22.994978,unimodal,1,9.499491198316605,1.0,0.6885473844833105,,,
815,15,16,-94.46765,22.994978,unimodal,1,8.323584541204333,1.0,1.1883481205812905,,,
816,16,16,-94.2832,22.994978,unimodal,1,8.843247228329021,1.0,1.0334820847778747,,,
817,17,16,-94.09874,22.994978,unimodal,1,8.502421538528385,1.0,0.5487350922287887,,,
818,18,16,-93.91429,22.994978,unimodal,1,7.912698374366504,1.0,0.6154413846028263,,,
819,19,16,-93.72983,22.994978,unimodal,1,7.537766735179973,1.0,0.1427348163009091,,,
820,20,16,-93.545364,22.994978,unimodal,1,7.013156416136116,1.0,0.5632582894273807,,,
821,21,16,-93.360916,22.994978,unimodal,1,7.350916796012712,1.0,0.3784783629051262,,,
822,22,16,-93.17645,22.994978,unimodal,1,7.460276829017535,1.0,0.2910310579028339,,,
823,23,16,-92.992004,22.994978,unimodal,1,8.5195331674476,1.0,0.6863165217617995,,,
824,24,16,-92.80754,22.994978,unimodal,1,8.031002239744286,1.0,0.4822550322990772,,,
825,25,16,-92.623085,22.994978,unimodal,1,7.839238597635475,1.0,0.3948080356530911,,,
826,26,16,-92.43863,22.994978,unimodal,1,6.9249010556815636,1.0,1.4729207875763852,,,
827,27,16,-92.254166,22.994978,unimodal,1,7.57413451012622,1.0,0.5107659548550121,,,
828,28,16,-92.06972,22.994978,unimodal,1,7.688089791594943,1.0,1.6368381532423404,,,
829,29,16,-91.885254,22.994978,unimodal,1,9.169067399928814,1.0,0.3786125248375616,,,
830,30,16,-91.7008,22.994978,unimodal,1,8.832387864654347,1.0,0.136579018058377,,,
831,31,16,-91.51634,22.994978,unimodal,1,8.477006667767043,1.0,0.3150838531152005,,,
832,32,16,-91.33188,22.994978,unimodal,1,8.537688606639207,1.0,0.513891210174661,,,
833,33,16,-91.14743,22.994978,unimodal,1,8.551580997473652,1.0,0.2164994476125237,,,
834,34,16,-90.96297,22.994978,unimodal,1,8.385893962402927,1.0,0.2081057104084446,,,
835,35,16,-90.77851,22.994978,unimodal,1,7.631362362632952,1.0,0.3634760240825806,,,
836,36,16,-90.594055,22.994978,unimodal,1,6.895894299341427,1.0,0.2221073471100504,,,
837,37,16,-90.40959,22.994978,unimodal,1,6.798284241797067,1.0,0.1549948786384545,,,
838,38,16,-90.22514,22.994978,unimodal,1,6.724502611447582,1.0,0.237595522198696,,,
839,39,16,-90.04068,22.994978,unimodal,1,6.134641753620927,1.0,0.1325113703522267,,,
840,40,16,-89.85623,22.994978,unimodal,1,6.259955388748651,1.0,0.1986767273886449,,,
841,41,16,-89.67177,22.994978,unimodal,1,6.4803590848175965,1.0,0.2038024812441428,,,
842,42,16,-89.487305,22.994978,unimodal,1,6.634042301762913,1.0,0.1126586492989531,,,
843,43,16,-89.30286,22.994978,unimodal,1,7.20778003895394,1.0,0.2094942101086525,,,
844,44,16,-89.11839,22.994978,unimodal,1,7.506674280066859,1.0,0.188366715675088,,,
845,45,16,-88.933945,22.994978,unimodal,1,7.471294518129876,1.0,0.1945838259340079,,,
846,46,16,-88.74948,22.994978,unimodal,1,7.177742524774327,1.0,0.1996325366583192,,,
847,47,16,-88.565025,22.994978,unimodal,1,6.792268419153318,1.0,0.2128539731028802,,,
848,48,16,-88.38057,22.994978,unimodal,1,5.922833653558006,1.0,0.3084612518477838,,,
849,49,16,-88.196106,22.994978,unimodal,1,5.3924215134301265,1.0,0.0935186689589338,,,
850,0,17,-97.23451,23.16272,unimodal,1,8.348196290584763,1.0,0.3228850992536711,,,
851,1,17,-97.050064,23.16272,unimodal,1,7.919247634749234,1.0,0.1588635075993865,,,
852,2,17,-96.8656,23.16272,unimodal,1,7.617826991793515,1.0,0.0918168510343746,,,
853,3,17,-96.68114,23.16272,unimodal,1,7.249446806070166,1.0,0.1638303025614224,,,
854,4,17,-96.49669,23.16272,unimodal,1,6.934954101607177,1.0,0.2355298725806836,,,
855,5,17,-96.312225,23.16272,unimodal,1,7.408123843189102,1.0,0.3940236305237072,,,
856,6,17,-96.12778,23.16272,unimodal,1,8.323270942717018,1.0,0.4418383310802779,,,
857,7,17,-95.94331,23.16272,unimodal,1,9.171032151578675,1.0,0.2084623008835483,,,
858,8,17,-95.75886,23.16272,unimodal,1,9.3159763814597,1.0,0.3871970004249922,,,
859,9,17,-95.5744,23.16272,unimodal,1,8.99857542067455,1.0,0.3733504424152997,,,
860,10,17,-95.38994,23.16272,unimodal,1,9.0753438297905,1.0,0.2526897292763124,,,
861,11,17,-95.20549,23.16272,unimodal,1,9.794002534187324,1.0,0.5913644158161221,,,
862,12,17,-95.02103,23.16272,unimodal,1,9.912777603986436,1.0,0.4768676357784935,,,
863,13,17,-94.83657,23.16272,unimodal,1,9.316407228504234,1.0,0.884187332841404,,,
864,14,17,-94.652115,23.16272,unimodal,1,10.489871397412024,1.0,0.8394221108024786,,,
865,15,17,-94.46765,23.16272,unimodal,1,8.25913498263484,1.0,1.1234173722027814,,,
866,16,17,-94.2832,23.16272,bimodal,2,9.106071997569552,0.6388888888888888,0.3139830060846799,10.968689725796951,0.3611111111111111,0.7010312549012039
867,17,17,-94.09874,23.16272,unimodal,1,8.711541189204796,1.0,0.33978207889833,,,
868,18,17,-93.91429,23.16272,unimodal,1,8.393860061344427,1.0,0.2470962622311107,,,
869,19,17,-93.72983,23.16272,unimodal,1,7.911770984497143,1.0,0.8325772287169318,,,
870,20,17,-93.545364,23.16272,unimodal,1,7.422171724282453,1.0,0.3205452116375634,,,
871,21,17,-93.360916,23.16272,unimodal,1,7.1960004659922765,1.0,0.554007010097222,,,
872,22,17,-93.17645,23.16272,unimodal,1,7.098328777401191,1.0,0.5059569188936094,,,
873,23,17,-92.992004,23.16272,unimodal,1,8.051501127936412,1.0,0.6047325972333863,,,
874,24,17,-92.80754,23.16272,unimodal,1,8.91968485061872,1.0,0.4704749044877565,,,
875,25,17,-92.623085,23.16272,unimodal,1,8.240508549185002,1.0,0.4694416518926187,,,
876,26,17,-92.43863,23.16272,unimodal,1,8.836939639551627,1.0,0.570848274378188,,,
877,27,17,-92.254166,23.16272,unimodal,1,8.259293953852099,1.0,0.5934120204178791,,,
878,28,17,-92.06972,23.16272,unimodal,1,9.381737340970565,1.0,1.2722235254880647,,,
879,29,17,-91.885254,23.16272,unimodal,1,9.612499534296555,1.0,0.4768237710666662,,,
880,30,17,-91.7008,23.16272,unimodal,1,9.197036625461752,1.0,0.279179263282742,,,
881,31,17,-91.51634,23.16272,unimodal,1,9.095345718192323,1.0,0.3658381604005974,,,
882,32,17,-91.33188,23.16272,unimodal,1,9.39456988305566,1.0,0.5002530649915939,,,
883,33,17,-91.14743,23.16272,unimodal,1,9.381787454227725,1.0,0.3493590394314505,,,
884,34,17,-90.96297,23.16272,unimodal,1,8.908812229380036,1.0,0.261050492598585,,,
885,35,17,-90.77851,23.16272,unimodal,1,8.1672512198589,1.0,0.254765367473206,,,
886,36,17,-90.594055,23.16272,unimodal,1,7.55241254466719,1.0,0.2123769672057774,,,
887,37,17,-90.40959,23.16272,unimodal,1,7.309600664889046,1.0,0.1506439364801242,,,
888,38,17,-90.22514,23.16272,unimodal,1,6.867268217872115,1.0,0.2815021346859201,,,
889,39,17,-90.04068,23.16272,unimodal,1,6.341428733479383,1.0,0.1089695009138683,,,
890,40,17,-89.85623,23.16272,unimodal,1,6.220296051746446,1.0,0.1549394118538688,,,
891,41,17,-89.67177,23.16272,unimodal,1,6.370431094341686,1.0,0.129961878959825,,,
892,42,17,-89.487305,23.16272,unimodal,1,6.638891273135187,1.0,0.0964556163955687,,,
893,43,17,-89.30286,23.16272,unimodal,1,7.012661686510764,1.0,0.1447980613705072,,,
894,44,17,-89.11839,23.16272,unimodal,1,7.025387785199715,1.0,0.1416840018576839,,,
895,45,17,-88.933945,23.16272,unimodal,1,6.915404161679471,1.0,0.2058971546508055,,,
896,46,17,-88.74948,23.16272,unimodal,1,6.6344258803621345,1.0,0.2056247477498431,,,
897,47,17,-88.565025,23.16272,unimodal,1,6.180057270808586,1.0,0.2013979999001282,,,
898,48,17,-88.38057,23.16272,unimodal,1,5.6248034123971795,1.0,0.2324984114716013,,,
899,49,17,-88.196106,23.16272,unimodal,1,5.280287045888615,1.0,0.0930688110698308,,,
900,0,18,-97.23451,23.330463,unimodal,1,8.391827669294882,1.0,0.3185490484525752,,,
901,1,18,-97.050064,23.330463,unimodal,1,8.021177387334804,1.0,0.0995047083209064,,,
902,2,18,-96.8656,23.330463,unimodal,1,7.9997412624725985,1.0,0.1674649927108381,,,
903,3,18,-96.68114,23.330463,unimodal,1,7.579333428010148,1.0,0.2321555273374952,,,
904,4,18,-96.49669,23.330463,unimodal,1,8.215895843826475,1.0,0.5038036935488955,,,
905,5,18,-96.312225,23.330463,unimodal,1,8.853878018810423,1.0,0.4251612890462565,,,
906,6,18,-96.12778,23.330463,unimodal,1,9.273526584818317,1.0,0.2770586065804342,,,
907,7,18,-95.94331,23.330463,unimodal,1,9.688212855656396,1.0,0.2571271801927517,,,
908,8,18,-95.75886,23.330463,unimodal,1,10.098109119750596,1.0,0.4536086521347052,,,
909,9,18,-95.5744,23.330463,unimodal,1,10.520544632346848,1.0,0.4524077226593518,,,
910,10,18,-95.38994,23.330463,unimodal,1,9.872079038803385,1.0,0.7765808453451695,,,
911,11,18,-95.20549,23.330463,unimodal,1,10.18557740183196,1.0,0.4409537605682539,,,
912,12,18,-95.02103,23.330463,unimodal,1,10.134276712063022,1.0,0.3310280585544323,,,
913,13,18,-94.83657,23.330463,unimodal,1,9.879583150957645,1.0,0.4717462529387762,,,
914,14,18,-94.652115,23.330463,unimodal,1,9.671211523755666,1.0,0.3324953952501515,,,
915,15,18,-94.46765,23.330463,unimodal,1,9.3800458550328,1.0,0.4838615681471127,,,
916,16,18,-94.2832,23.330463,unimodal,1,9.629597874432111,1.0,0.2322634814981108,,,
917,17,18,-94.09874,23.330463,unimodal,1,9.397866552168937,1.0,0.3982375270323248,,,
918,18,18,-93.91429,23.330463,unimodal,1,8.661739872522043,1.0,0.3060811067903394,,,
919,19,18,-93.72983,23.330463,unimodal,1,8.257847326119665,1.0,0.3688969359589768,,,
920,20,18,-93.545364,23.330463,unimodal,1,8.187944451197383,1.0,0.4109117498462231,,,
921,21,18,-93.360916,23.330463,unimodal,1,7.476840608074069,1.0,0.2804756418370857,,,
922,22,18,-93.17645,23.330463,unimodal,1,7.740776993258399,1.0,0.5060964508228363,,,
923,23,18,-92.992004,23.330463,unimodal,1,8.008733118548838,1.0,0.3927057263359366,,,
924,24,18,-92.80754,23.330463,unimodal,1,8.50493615619719,1.0,0.2754983075781865,,,
925,25,18,-92.623085,23.330463,unimodal,1,8.873218798620622,1.0,0.2900937605650553,,,
