cell_id,lon_idx,lat_idx,center_lon,center_lat,distribution,n_regimes,wind_speed_1,probability_1,std_1,wind_speed_2,probability_2,std_2
85,35,1,-90.77851,20.47884,unimodal,1,1.459897564160871,1.0,0.150516453018886,,,
86,36,1,-90.594055,20.47884,unimodal,1,2.029627450501953,1.0,0.3146109442411071,,,
87,37,1,-90.40959,20.47884,unimodal,1,2.0357413957184503,1.0,0.2919812406192256,,,
88,38,1,-90.22514,20.47884,unimodal,1,2.3030469787689536,1.0,0.3080502235856258,,,
89,39,1,-90.04068,20.47884,unimodal,1,2.2850853469440517,1.0,0.4460772554292405,,,
90,40,1,-89.85623,20.47884,unimodal,1,1.469006557025124,1.0,0.4926571920236288,,,
91,41,1,-89.67177,20.47884,unimodal,1,2.505010845707509,1.0,0.7643760458621494,,,
92,42,1,-89.487305,20.47884,unimodal,1,3.2975615455932616,1.0,1.1230859864217406,,,
93,43,1,-89.30286,20.47884,unimodal,1,2.1755384845844095,1.0,0.5416792097539948,,,
94,44,1,-89.11839,20.47884,unimodal,1,2.195210896397955,1.0,0.4558200368092061,,,
95,45,1,-88.933945,20.47884,unimodal,1,3.1588270944819934,1.0,0.5050938015534613,,,
96,46,1,-88.74948,20.47884,unimodal,1,2.600468917578846,1.0,0.2384392439159903,,,
97,47,1,-88.565025,20.47884,unimodal,1,2.1785872973516156,1.0,0.2735855347667467,,,
98,48,1,-88.38057,20.47884,unimodal,1,2.062074190590325,1.0,0.2375276246012687,,,
99,49,1,-88.196106,20.47884,unimodal,1,2.340509992831331,1.0,0.2905322154734858,,,
100,0,2,-97.23451,20.646584,unimodal,1,3.5035588343208715,1.0,0.2326208620678977,,,
101,1,2,-97.050064,20.646584,unimodal,1,5.097222676242521,1.0,0.6669827719662652,,,
102,2,2,-96.8656,20.646584,unimodal,1,6.019624874758714,1.0,0.3564242704585293,,,
103,3,2,-96.68114,20.646584,unimodal,1,5.867462099982933,1.0,0.2014977277022767,,,
104,4,2,-96.49669,20.646584,unimodal,1,5.630720554258726,1.0,0.1497218648035929,,,
105,5,2,-96.312225,20.646584,unimodal,1,5.604420507146032,1.0,0.2537088928008661,,,
106,6,2,-96.12778,20.646584,unimodal,1,5.6767175162138885,1.0,0.1951505620796735,,,
107,7,2,-95.94331,20.646584,unimodal,1,5.532016720953995,1.0,0.2865717375337051,,,
108,8,2,-95.75886,20.646584,unimodal,1,4.991525986716379,1.0,0.1971656734355052,,,
109,9,2,-95.5744,20.646584,bimodal,2,4.920175759676418,0.5833333333333334,0.0793076402035335,5.34579799055648,0.4166666666666667,0.1440035089753526
110,10,2,-95.38994,20.646584,unimodal,1,5.59927988954274,1.0,0.3052222102186835,,,
111,11,2,-95.20549,20.646584,unimodal,1,5.222226858773703,1.0,0.4710116912909413,,,
112,12,2,-95.02103,20.646584,unimodal,1,4.126702699403244,1.0,0.4293529133809423,,,
113,13,2,-94.83657,20.646584,unimodal,1,3.736582238514144,1.0,0.4108997857914153,,,
114,14,2,-94.652115,20.646584,unimodal,1,4.287181925501827,1.0,0.3150821906917965,,,
115,15,2,-94.46765,20.646584,unimodal,1,3.897747968472728,1.0,0.2885436802859012,,,
116,16,2,-94.2832,20.646584,bimodal,2,2.2882625853762737,0.3611111111111111,0.7760357132475613,3.9547580564883633,0.6388888888888888,0.20699286856779817
117,17,2,-94.09874,20.646584,unimodal,1,2.8806481161551676,1.0,0.4868631687951686,,,
