cell_id,n_points,distribution,bic_1component,bic_2component,delta_bic,lon_idx,lat_idx,center_lon,center_lat,mean_speed,std_speed
38.0,36,unimodal,60.80375396663719,58.648138528852485,2.1556154377847037,38,0,-90.22514,20.311096,1.0682966119634327,0.509673913489054
39.0,36,unimodal,74.28040817059497,72.22355587332679,2.056852297268179,39,0,-90.04068,20.311096,1.1078666959067682,0.6145847821067801
40.0,36,unimodal,44.579055575912264,50.217459173281654,-5.63840359736939,40,0,-89.85623,20.311096,1.3181353013114925,0.4068433014961957
41.0,36,unimodal,94.54393600986766,89.78697160757189,4.756964402295779,41,0,-89.67177,20.311096,1.8501375217131613,0.8143455425711426
42.0,36,unimodal,86.25284576493384,88.5588152667363,-2.3059695018024655,42,0,-89.487305,20.311096,2.59466433002107,0.7257682465398698
43.0,36,unimodal,39.192741312402006,49.303478524645854,-10.110737212243848,43,0,-89.30286,20.311096,2.675455442337338,0.3775179745921532
44.0,36,unimodal,54.67650067299715,62.13729382266912,-7.4607931496719715,44,0,-89.11839,20.311096,2.440699787201696,0.4680945922647266
45.0,36,unimodal,56.112513759721125,57.427080752781166,-1.3145669930600405,45,0,-88.933945,20.311096,2.089660207518941,0.4775242872235959
46.0,36,unimodal,8.95712580795683,14.980658556807326,-6.023532748850496,46,0,-88.74948,20.311096,2.5803759724859745,0.248062090087917
47.0,36,unimodal,70.84908567527017,66.37570253384477,4.473383141425401,47,0,-88.565025,20.311096,2.647856822131305,0.5859823278464462
48.0,36,unimodal,69.75094775879195,80.22667791644106,-10.47573015764911,48,0,-88.38057,20.311096,2.359756161184119,0.5771127855843462
49.0,36,unimodal,-16.173368114493655,-8.230774015880296,-7.942594098613359,49,0,-88.196106,20.311096,2.5062265661114314,0.1749752333291384
50.0,36,unimodal,37.980550055134835,39.73116317876837,-1.750613123633535,0,1,-97.23451,20.47884,4.049057723219485,0.3712152907006942
51.0,36,unimodal,18.9543163079127,29.952700026450888,-10.99838371853819,1,1,-97.050064,20.47884,3.609622154490315,0.2850113335072665
52.0,36,unimodal,43.41895969042452,43.15812747155246,0.26083221887206065,2,1,-96.8656,20.47884,4.530351771200138,0.4003405900142134
53.0,36,unimodal,22.594396355915684,26.49358893000777,-3.899192574092087,3,1,-96.68114,20.47884,4.789473958614035,0.2997910144816763
54.0,36,bimodal,12.248435069449453,-0.01917124384883806,12.267606313298291,4,1,-96.49669,20.47884,4.614277162513361,0.2596648359003756
55.0,36,unimodal,30.353882974696127,23.144139228927877,7.20974374576825,5,1,-96.312225,20.47884,4.4730069452810675,0.3339049130590241
56.0,36,unimodal,54.57422533273157,56.35876294955371,-1.784537616822135,6,1,-96.12778,20.47884,4.508276812460707,0.4674301402212882
57.0,36,unimodal,55.60293849115159,54.60205114737248,1.0008873437791124,7,1,-95.94331,20.47884,4.622525370376554,0.4741565719102116
58.0,36,bimodal,32.838874890869874,13.165613140993786,19.67326174987609,8,1,-95.75886,20.47884,4.636367889297411,0.3456304143768839
59.0,36,bimodal,28.37441325969906,2.783438486062586,25.590974773636475,9,1,-95.5744,20.47884,4.972025526799738,0.3248500288288012
60.0,36,bimodal,7.105558973672462,-14.01205072341687,21.117609697089332,10,1,-95.38994,20.47884,4.800614344447092,0.2417642002595889
61.0,36,unimodal,69.2216727684153,70.1648547477875,-0.9431819793721985,11,1,-95.20549,20.47884,4.21677067070951,0.5728859603462007
62.0,30,unimodal,-30.813078820757962,-22.012053660515843,-8.80102516024212,12,1,-95.02103,20.47884,3.421315531646174,0.1292685709088755
63.0,36,unimodal,7.744371427908549,15.435676042197503,-7.6913046142889545,13,1,-94.83657,20.47884,3.3318019155604923,0.2439187717606304
64.0,36,unimodal,36.96088893021337,36.92268135234795,0.03820757786542117,14,1,-94.652115,20.47884,3.607949111457698,0.365995205143575
65.0,36,unimodal,41.026165517078695,51.119214589835266,-10.093049072756571,15,1,-94.46765,20.47884,3.52899896800284,0.3872546191991249
66.0,36,unimodal,36.955038280042025,44.47334857848318,-7.518310298441158,16,1,-94.2832,20.47884,2.6970041696135088,0.365965465936467
67.0,36,unimodal,21.613757828662525,27.504412757742788,-5.890654929080263,17,1,-94.09874,20.47884,2.9299734637797266,0.2957355473774602
68.0,36,unimodal,-23.79925065718426,-12.97094584464178,-10.82830481254248,18,1,-93.91429,20.47884,2.941324521423431,0.157390409695396
69.0,36,unimodal,61.51776611118207,70.08024094961101,-8.56247483842894,19,1,-93.72983,20.47884,2.5257092940732275,0.5147534104060791
70.0,36,unimodal,26.286035289143463,32.03889246902014,-5.752857179876678,20,1,-93.545364,20.47884,1.9615197257749264,0.3155630099047765
71.0,36,unimodal,43.39355786111859,52.70674453734634,-9.313186676227751,21,1,-93.360916,20.47884,2.4046871462320967,0.4001993734913285
72.0,36,unimodal,53.08413749165181,50.81375224526856,2.270385246383249,22,1,-93.17645,20.47884,2.5273456281143805,0.4578557785005101
73.0,36,unimodal,40.70282841379219,40.28394761742846,0.4188807963637302,23,1,-92.992004,20.47884,2.622933212395195,0.3855194379129618
74.0,30,unimodal,49.89898810380454,48.46965650267927,1.42933160112527,24,1,-92.80754,20.47884,2.7818167678032872,0.4962566842578981
75.0,36,unimodal,63.94498096049027,74.2804638792055,-10.335482918715229,25,1,-92.623085,20.47884,2.8145225865338066,0.5324022371925552
76.0,36,unimodal,9.367760747883116,17.35288696264854,-7.985126214765424,26,1,-92.43863,20.47884,2.7510441941489097,0.249480895506365
77.0,36,unimodal,63.66347260880141,56.629408401576995,7.034064207224418,27,1,-92.254166,20.47884,2.101555815746544,0.5303246946524559
78.0,36,unimodal,40.212924347406094,45.64642682678897,-5.433502479382874,28,1,-92.06972,20.47884,2.2455538769539185,0.3829051817082314
79.0,36,unimodal,-10.157804736894589,0.6288455570379199,-10.786650293932508,29,1,-91.885254,20.47884,2.6486218044326644,0.1902224033405739
80.0,36,unimodal,0.1849216878595188,4.247532978493631,-4.062611290634112,30,1,-91.7008,20.47884,2.3243512867777345,0.2196077300726376
81.0,36,unimodal,12.218068162901508,21.569073348842707,-9.3510051859412,31,1,-91.51634,20.47884,2.026841036478034,0.2595553420782073
82.0,36,unimodal,-25.172420867282618,-20.152492430155643,-5.019928437126975,32,1,-91.33188,20.47884,2.605053651510241,0.1544171329463307
83.0,36,unimodal,-28.496938322768877,-18.696525712685432,-9.800412610083445,33,1,-91.14743,20.47884,2.8271227509682104,0.1474492048358435
84.0,36,bimodal,70.77705354061683,22.914916010024378,47.862137530592456,34,1,-90.96297,20.47884,2.5779832864118486,0.5853963771410937
85.0,36,unimodal,-27.014554940919687,-16.86165876557885,-10.152896175340839,35,1,-90.77851,20.47884,1.459897564160871,0.150516453018886
86.0,36,unimodal,26.06848018557009,36.89164629309164,-10.823166107521551,36,1,-90.594055,20.47884,2.029627450501953,0.3146109442411071
87.0,30,unimodal,18.07476336372893,12.102291907768524,5.972471455960406,37,1,-90.40959,20.47884,2.0357413957184503,0.2919812406192256
88.0,36,unimodal,24.55115617836259,34.652882781438834,-10.101726603076244,38,1,-90.22514,20.47884,2.3030469787689536,0.3080502235856258
89.0,36,unimodal,51.207667375279215,50.14543173056346,1.0622356447157557,39,1,-90.04068,20.47884,2.2850853469440517,0.4460772554292405
90.0,36,unimodal,58.35881003550983,67.13998869737999,-8.781178661870157,40,1,-89.85623,20.47884,1.469006557025124,0.4926571920236288
91.0,36,unimodal,89.98454315927398,99.38053642845485,-9.395993269180863,41,1,-89.67177,20.47884,2.505010845707509,0.7643760458621494
92.0,36,unimodal,117.6883896428253,127.17851047404959,-9.490120831224289,42,1,-89.487305,20.47884,3.2975615455932616,1.1230859864217406
93.0,36,unimodal,65.18875746649432,69.99577170218164,-4.807014235687319,43,1,-89.30286,20.47884,2.1755384845844095,0.5416792097539948
94.0,36,unimodal,52.763293617135865,60.7386097816421,-7.975316164506232,44,1,-89.11839,20.47884,2.195210896397955,0.4558200368092061
95.0,36,unimodal,60.15381153396908,60.91192843390158,-0.7581168999324959,45,1,-88.933945,20.47884,3.1588270944819934,0.5050938015534613
96.0,36,unimodal,6.108478734252956,-1.9536008837492993,8.062079618002254,46,1,-88.74948,20.47884,2.600468917578846,0.2384392439159903
97.0,36,unimodal,16.008462817070214,20.57761578488463,-4.569152967814418,47,1,-88.565025,20.47884,2.1785872973516156,0.2735855347667467
98.0,36,unimodal,5.832675205725884,10.834448333708025,-5.0017731279821405,48,1,-88.38057,20.47884,2.062074190590325,0.2375276246012687
99.0,36,unimodal,20.335673791757436,29.086032676133325,-8.750358884375888,49,1,-88.196106,20.47884,2.340509992831331,0.2905322154734858
100.0,36,unimodal,4.329746917417326,4.125818115732461,0.2039288016848655,0,2,-97.23451,20.646584,3.5035588343208715,0.2326208620678977
101.0,36,unimodal,80.17125576513857,87.88867262061362,-7.717416855475051,1,2,-97.050064,20.646584,5.097222676242521,0.6669827719662652
102.0,36,unimodal,35.0530012210033,40.10655985599969,-5.053558634996392,2,2,-96.8656,20.646584,6.019624874758714,0.3564242704585293
103.0,36,unimodal,-6.011744290527391,2.3911639012402226,-8.402908191767613,3,2,-96.68114,20.646584,5.867462099982933,0.2014977277022767
104.0,36,unimodal,-27.395655430509812,-35.176696808056946,7.781041377547133,4,2,-96.49669,20.646584,5.630720554258726,0.1497218648035929
105.0,36,unimodal,10.577733511407589,10.644415729459377,-0.06668221805178831,5,2,-96.312225,20.646584,5.604420507146032,0.2537088928008661
106.0,36,unimodal,-8.316228888247755,-10.061002304827014,1.7447734165792586,6,2,-96.12778,20.646584,5.6767175162138885,0.1951505620796735
107.0,36,unimodal,19.34743281077153,27.288800727899954,-7.941367917128424,7,2,-95.94331,20.646584,5.532016720953995,0.2865717375337051
108.0,36,unimodal,-7.576574087533544,-3.6633921230510644,-3.9131819644824795,8,2,-95.75886,20.646584,4.991525986716379,0.1971656734355052
109.0,36,bimodal,5.78197373781933,-10.952080165555554,16.734053903374885,9,2,-95.5744,20.646584,5.097518355876444,0.2373604196016509
110.0,36,unimodal,23.887117182101434,32.34414858111924,-8.457031399017808,10,2,-95.38994,20.646584,5.59927988954274,0.3052222102186835
111.0,36,unimodal,55.123802132012486,55.09204926414816,0.03175286786432707,11,2,-95.20549,20.646584,5.222226858773703,0.4710116912909413
112.0,30,unimodal,41.21014337655186,36.48358051572096,4.726562860830903,12,2,-95.02103,20.646584,4.126702699403244,0.4293529133809423
113.0,36,unimodal,45.293385710866644,53.64622175750881,-8.352836046642167,13,2,-94.83657,20.646584,3.736582238514144,0.4108997857914153
114.0,36,unimodal,26.176246171566085,36.60975688175641,-10.433510710190326,14,2,-94.652115,20.646584,4.287181925501827,0.3150821906917965
115.0,36,unimodal,19.841178692513772,19.243960978661544,0.5972177138522277,15,2,-94.46765,20.646584,3.897747968472728,0.2885436802859012
116.0,36,bimodal,104.95597772459936,83.19449187992196,21.76148584467741,16,2,-94.2832,20.646584,3.352968025253442,0.9410501813849004
117.0,36,unimodal,57.507016535949326,55.99269402336148,1.514322512587846,17,2,-94.09874,20.646584,2.8806481161551676,0.4868631687951686
118.0,36,unimodal,-8.021517561279927,-4.9325585473448434,-3.0889590139350833,18,2,-93.91429,20.646584,3.068189539907245,0.1959509919207077
119.0,36,unimodal,-2.3156150582456014,0.6466282447533871,-2.9622433029989885,19,2,-93.72983,20.646584,3.1688461103403776,0.2121117445344054
120.0,36,unimodal,-1.5325117520351235,1.4632281478026812,-2.9957398998378046,20,2,-93.545364,20.646584,3.0068771114751804,0.2144313557804736
121.0,36,unimodal,64.9353063577721,71.3368096448486,-6.401503287076494,21,2,-93.360916,20.646584,2.7981783929627957,0.5397757675318292
122.0,36,unimodal,10.492211851199798,17.331178253857352,-6.8389664026575545,22,2,-93.17645,20.646584,2.9397194682211083,0.2534077160701645
123.0,36,unimodal,9.854617754287496,19.67905513721703,-9.824437382929535,23,2,-92.992004,20.646584,2.951992109504198,0.2511735775153958
124.0,30,unimodal,-11.700557139445344,-4.564526039113684,-7.13603110033166,24,2,-92.80754,20.646584,2.9097618308936477,0.1777599800771837
125.0,36,unimodal,36.66327408806628,46.92992489241453,-10.266650804348252,25,2,-92.623085,20.646584,2.872623431644872,0.3644854719361682
126.0,36,unimodal,-6.263945321940151,-2.210992795610096,-4.0529525263300545,26,2,-92.43863,20.646584,2.555221441962482,0.2007931577539092
127.0,36,unimodal,35.18243692685939,40.93179453656623,-5.749357609706841,27,2,-92.254166,20.646584,2.175217574905237,0.3570655971235694
128.0,36,unimodal,23.25137714701922,33.01755714455139,-9.76617999753217,28,2,-92.06972,20.646584,2.700061564902549,0.3025390459680195
129.0,36,unimodal,-25.22917271210079,-17.334213385352346,-7.894959326748445,29,2,-91.885254,20.646584,2.899187437698539,0.1542954662196289
130.0,36,unimodal,-15.708810293770691,-7.008471790122638,-8.700338503648053,30,2,-91.7008,20.646584,2.9678252027511456,0.176107857146862
131.0,36,unimodal,2.296051267019233,4.046516926345671,-1.750465659326438,31,2,-91.51634,20.646584,2.132638463398767,0.2261422336796434
132.0,36,unimodal,-98.4577526364419,-98.14899119001888,-0.30876144642301995,32,2,-91.33188,20.646584,2.3784881387921653,0.0558017784449408
133.0,36,unimodal,-62.718389444811024,-57.47857763303065,-5.2398118117803705,33,2,-91.14743,20.646584,2.475022647324321,0.0916691415364749
134.0,36,bimodal,47.1190012409392,24.107589755095972,23.011411485843226,34,2,-90.96297,20.646584,2.343463888145139,0.4214516771138721
135.0,36,unimodal,19.685064385737263,19.781450977546555,-0.0963865918092921,35,2,-90.77851,20.646584,1.2730891638431725,0.2879187220006851
136.0,36,unimodal,27.755681229393268,33.962155610743295,-6.206474381350027,36,2,-90.594055,20.646584,1.473618805299739,0.3220703904866359
137.0,30,unimodal,-17.87551926635181,-9.53744301923929,-8.338076247112518,37,2,-90.40959,20.646584,1.780810363281843,0.1603755381075421
138.0,36,unimodal,18.09590912260594,28.020709448731044,-9.924800326125105,38,2,-90.22514,20.646584,1.8889521001642668,0.2816335123562802
139.0,36,unimodal,62.46270284968386,69.25623386418965,-6.793531014505795,39,2,-90.04068,20.646584,2.600901404584525,0.5215536224361
140.0,36,unimodal,79.49478176829383,81.25182234338897,-1.7570405750951323,40,2,-89.85623,20.646584,2.2398712643604415,0.6607455008252946
141.0,36,unimodal,122.7851136978478,123.52720043516582,-0.7420867373180187,41,2,-89.67177,20.646584,2.947542104280797,1.205468243666846
142.0,36,unimodal,143.6243013275752,148.2488820151446,-4.624580687569392,42,2,-89.487305,20.646584,4.83078040510647,1.6101079669146745
143.0,36,unimodal,89.14248401910602,98.84249850894616,-9.700014489840143,43,2,-89.30286,20.646584,2.0751628351531406,0.7554885369987339
144.0,36,unimodal,92.46099825012332,101.93488074633008,-9.473882496206755,44,2,-89.11839,20.646584,2.1936508504002155,0.7911242889357278
145.0,36,unimodal,69.53719888642897,67.82294197935025,1.7142569070787204,45,2,-88.933945,20.646584,3.0648971916684222,0.5754020316840361
146.0,36,unimodal,35.0058873065591,45.499020141784754,-10.493132835225651,46,2,-88.74948,20.646584,2.3224547544374663,0.3561911169918624
147.0,36,unimodal,24.258055919998363,34.19571872449703,-9.937662804498665,47,2,-88.565025,20.646584,1.826599022188797,0.3067987503615253
148.0,36,unimodal,47.61010646983539,57.370732355396584,-9.760625885561197,48,2,-88.38057,20.646584,1.4678725759323323,0.4243361856663011
149.0,36,unimodal,92.29142286646014,99.63470577675552,-7.343282910295386,49,2,-88.196106,20.646584,2.1926381754843742,0.789263214676138
150.0,30,unimodal,92.0421761996008,93.06220657158158,-1.0200303719807806,0,3,-97.23451,20.814325,4.798934277055606,1.001725978522268
151.0,30,unimodal,26.350936652847505,21.043635585132506,5.307301067714999,1,3,-97.050064,20.814325,6.582627112593443,0.3351659483064326
